"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1421591";"";"None";"443.50";"1";"5.31";"SID87225758";"CCCCC1(Cc2cccc([N+](=O)[O-])c2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738601";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2013, AID2026]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1466203";"";"None";"326.30";"0";"2.63";"SID87225773";"COC(=O)C1=C(N)c2c(F)cccc2C1(C#N)c1ccc(F)cc1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738601";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2013, AID2026]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL394883";"";"None";"331.37";"0";"3.69";"SID87225754";"Cc1cccc2c1NC(=O)C2(c1ccc(O)cc1)c1ccc(O)cc1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738601";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2013, AID2026]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1950928";"";"None";"445.63";"0";"4.31";"50";"CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)C4CCCC4)ccc32)CC1";"EC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3238895";"Agonist activity at human CB2 receptor assessed as inhibition of forskolin-induced cAMP production preincubated for 15 mins followed by forskolin challenge measured after 30 mins by HTRF assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232786";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";""
"CHEMBL559612";"CP-55940";"None";"376.58";"1";"5.66";"CP-55940";"CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1";"EC50";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2154767";"Agonist activity at human CB2 receptor transfected in CHO cell membranes by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2151006";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3308072";"";"";""
"CHEMBL3977840";"";"None";"537.88";"2";"7.60";"2a";"C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCC/C2=C\c1ccc(Cl)cc1)c1ccccn1";"EC50";"'='";"854.0";"nM";"6.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3863166";"Inverse agonist activity at human cannabinoid receptor 2 expressed in HEK293 cells assessed as increase in forskolin-induced cAMP production preincubated with cells followed by forskolin stimulation measured after 30 mins in presence of D2-labeled cAMP and Eu3+-TBP-NHS cryptate by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862000";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";""
"CHEMBL3914883";"";"None";"552.89";"2";"7.38";"2s";"C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCC/C2=C\c1ccc(Cl)cn1)c1ccccn1";"EC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3863166";"Inverse agonist activity at human cannabinoid receptor 2 expressed in HEK293 cells assessed as increase in forskolin-induced cAMP production preincubated with cells followed by forskolin stimulation measured after 30 mins in presence of D2-labeled cAMP and Eu3+-TBP-NHS cryptate by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862000";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";""
"CHEMBL2316295";"";"None";"372.51";"0";"3.54";"26";"CCCCCn1cc(C(=O)NCC2CCCCC2)c(=O)c2c(C)nn(C)c21";"EC50";"'='";"1562.0";"nM";"5.81";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2317841";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as forskolin-stimulated [3H]cyclic-AMP accumulation by scintillation counting analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311525";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";""
"CHEMBL226208";"";"None";"397.36";"0";"4.04";"16";"N#Cc1ccc(Nc2ncc(C(=O)NCc3ccccc3)c(C(F)(F)F)n2)cc1";"EC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226368";"";"None";"429.40";"0";"4.13";"11";"CC(=O)Nc1ccc(Nc2ncc(C(=O)NCc3ccccc3)c(C(F)(F)F)n2)cc1";"EC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226316";"";"None";"402.38";"0";"4.18";"7";"COc1cccc(Nc2ncc(C(=O)NCc3ccccc3)c(C(F)(F)F)n2)c1";"EC50";"'='";"465.0";"nM";"6.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226366";"";"None";"362.31";"0";"3.76";"2";"O=C(NCc1ccco1)c1cnc(Nc2ccccc2)nc1C(F)(F)F";"EC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL497755";"";"None";"427.59";"1";"7.56";"2";"CN(CCCCCCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2162732";"Displacement of [3H]CP-55940 from human recombinant CB2 receptor expressed in HEK293 cells after 90 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157903";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";""
"CHEMBL3900714";"";"None";"371.51";"0";"4.18";"BDBM210603";"Cc1csc(C(C)(C)NC(=O)c2ccc(C3CC3)c(OCC3CC3)n2)n1";"EC50";"'='";"112.1";"nM";"6.95";"";"371700";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3928599";"";"None";"426.90";"0";"4.26";"BDBM210418";"Cc1nc(C(C)(C)NC(=O)c2ccc(C3CCOC3)c(-c3cccc(Cl)c3)n2)no1";"EC50";"'='";"350.9";"nM";"6.46";"";"371557";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3950265";"";"None";"383.47";"0";"3.32";"BDBM210429";"CC(C)C[C@H](NC(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1)C(N)=O";"EC50";"'='";"0.7";"nM";"9.15";"";"371561";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3963437";"";"None";"439.50";"0";"2.89";"BDBM210434";"COCCOC[C@H](CC1CC1)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1";"EC50";"'='";"27.4";"nM";"7.56";"";"371563";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3984650";"";"None";"359.50";"0";"4.15";"BDBM210275";"Cc1ccc(C(=O)N[C@@H](CC(C)C)c2nccs2)nc1OCC1CC1";"EC50";"'='";"18.9";"nM";"7.72";"";"371470";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3934189";"";"None";"302.42";"0";"3.16";"BDBM210313";"O=C(NC1CCCCC1O)c1cccc(C2CCCCC2)n1";"EC50";"'='";"291.8";"nM";"6.54";"";"371490";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3894124";"";"None";"369.34";"0";"3.54";"BDBM210381";"CC(C)(NC(=O)c1ccc(C(F)(F)F)c(OCC2CC2)n1)c1ncco1";"EC50";"'='";"184.1";"nM";"6.74";"";"371535";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3954663";"";"None";"448.93";"0";"4.98";"BDBM210430";"CC(C)(NC(=O)c1ccc(N2CC(F)(F)C2)c(-c2cccc(Cl)c2)n1)c1nccs1";"EC50";"'='";"334.0";"nM";"6.48";"";"371562";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL3915763";"";"None";"385.47";"0";"2.83";"BDBM210203";"Cc1nc(C(C)(C)NC(=O)c2ccc(N3CCCC3)c(OCC3CC3)n2)no1";"EC50";"'='";"23.1";"nM";"7.64";"";"371439";"UO_0000065";"";"";"";"";"0";"CHEMBL3888087";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1.times.HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37° C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30.degree. C. for 30 min Compounds were added to a final assay volume of 100 ul and incubated for 30 min at 30° C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 ul lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN.sub.3) and 50 ul detection solutions (20 uM mAb Alexa700-cAMP 1:1, and 48 uM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886568";"37";"BindingDB Database";"";"2016";"CHEMBL3308072";"";"";""
"CHEMBL4083976";"";"None";"337.43";"0";"1.72";"10";"CCOc1nc(NC2CCCC2)nc(N2CCN(CC[18F])CC2)n1";"EC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"21.86";"0.42";"5.68";"11.14";"0";"CHEMBL4030389";"Activity at CB2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028847";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL375955";"";"None";"407.78";"0";"4.22";"90, GW833972A";"O=C(NCc1ccncc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.90";"0.36";"3.08";"9.15";"0";"CHEMBL3238917";"Agonist activity at human CB2 receptor expressed in Saccharomyces cerevisiae MMY23 using fluorescein di-beta-D-glucopyranoside as substrate after 24 hrs by fluorescence-based assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232786";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";""
"CHEMBL559612";"CP-55940";"None";"376.58";"1";"5.66";"7, CP-55940";"CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1";"EC50";"'='";"8.66";"nM";"8.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1019848";"Inverse agonist activity at human recombinant CB2 receptor expressed CHO cells membrane by [35S]GTPgamma binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139382";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";""
